1251591,BI1199,MarketDesign,C+
1251591,CS1467,ComputerVision,D-
1251591,BI1199,MarketDesign,F
6681004,CS8732,ReinforcementLearning,C-
6681004,EN2234,AppliedLogic,B
6681004,CS4040,CryptographyIntermediate,C+
6681004,CS2023,UIDesign,D+
6681004,CS8883,ComputerArchitecture,D+
6288798,CS1029,SmartSystems,D
8328404,CS3478,ComputationalLinguistics,F
9144865,CS7643,TheroyOfComputing,C+
9144865,CS8732,ReinforcementLearning,D
9144865,CS2990,CProgramming,D+
4357542,CS3478,ComputationalLinguistics,B+
4357542,EN5002,Ciruits,D+
1055364,CS8883,ComputerArchitecture,B-
1055364,EN5002,Ciruits,C-
1055364,CS9876,IntroToCognitiveScience,C
1774016,CS3991,JavaAdvanced,D-
1774016,CS2323,DigitalLogic,C+
6519735,CS2024,GameDesign,F
6519735,CS8883,ComputerArchitecture,B
6519735,CS8891,Robotics,D
5119168,CS2022,AssemblyProgramming,B
5119168,IN1121,E-Systems,A
5119168,EN1000,Mechanics,B
5298883,CS4320,SoftwareAnalysis,C-
5298883,CS4001,DiscreteMath,D+
5298883,CS3990,JavaFundamentals,C
6984428,CS5600,HCI,F
7651087,CS8883,ComputerArchitecture,B-
4960933,EN1289,NumericalAnalysis,A
8428218,CS7879,DistributedSystems,C
6679421,CS8732,ReinforcementLearning,D-
6679421,CS1029,SmartSystems,C+
7561621,CS9001,DataScience,B-
7561621,CS8883,ComputerArchitecture,A+
7561621,CS2222,ComputerGraphics,C-
7561621,CS9876,IntroToCognitiveScience,F
1356566,EN2000,ComplexSystems,B-
2060010,CS3030,CryptographyFundamentals,A-
9986229,CS1467,ComputerVision,C
9986229,CS1001,Python,A+
9986229,CS1029,SmartSystems,F
4682227,CS2991,C++Programming,B-
4682227,CS8883,ComputerArchitecture,C+
4016576,CS7070,QuantumInformationProcessing,D-
6839547,CS2323,DigitalLogic,C
6839547,CS4001,DiscreteMath,D+
7636973,CS7879,DistributedSystems,C+
8770941,EN1289,NumericalAnalysis,A
8770941,CS2323,DigitalLogic,B
5991697,CS2018,OOP Fundamentals,B-
5227857,CS2222,ComputerGraphics,D+
5227857,CS6098,SoftwareTesting,C
5227857,CS7777,SoftwareEngineering,B-
5227857,CS1001,Python,F
5227857,CS2023,UXPrinciples,A+
5227857,CS1467,ComputerVision,A+
5227857,EN3201,Calculus,D
4712629,CS3098,Networks,B-
4818531,CS4002,DataStructures,C-
4182706,CS2789,Compilers,C+
2646585,CS6060,Microprocessors,C-
2646585,CS2023,UXPrinciples,C
1466577,CS4321,VisualImaging,D
5999060,CS2991,C++Programming,D-
5999060,IN1121,E-Systems,A
5360457,EN2099,IntroChemistry,D-
5360457,BI2288,Economics,B+
5360457,CS4002,DataStructures,B
2470597,CS7879,DistributedSystems,D-
2470597,EN1289,NumericalAnalysis,D+
2470597,CS6799,UnityBasics,D-
2470597,EN4444,ICTFundamentals,C+
5781437,CS9001,DataScience,A
5781437,CS2323,DigitalLogic,D+
5781437,CS2222,ComputerGraphics,D+
3875925,CS8871,MobileAppDevelopment,D+
3875925,CS2024,GameDesign,A
3875925,CS2991,C++Programming,F
2864574,CS2019,UNIXToolsAndScripting,B-
5838571,CS8871,MobileAppDevelopment,C-
4376155,CS6799,UnityBasics,C-
9127348,CS9091,NLP,B
9127348,EN2291,LinearAlgebra,B
9127348,CS7777,SoftwareEngineering,D+
4925284,CS7643,TheroyOfComputing,D
1716722,CS7070,QuantumInformationProcessing,A
1716722,CS8732,ReinforcementLearning,C
1716722,CS2023,UIDesign,A-
3719980,CS8765,ComputingInTheArts,A+
3113894,BI2288,Economics,D-
2901444,IN1121,E-Systems,A
0701605,CS2023,UXPrinciples,A
0701605,CS3990,JavaFundamentals,F
0701605,CS6098,SoftwareTesting,D
0701605,CS9821,ComputationalGenomics,C+
0701605,CS2018,OOP Fundamentals,D-
0701605,CS8891,Robotics,A+
2882456,CS5600,HCI,C
2882456,EN2234,AppliedLogic,D
4867353,CS9090,ComputerSecurity,D
4867353,CS3080,OperatingSystems,D-
8164542,CS3080,OperatingSystems,A-
8164542,CS2991,C++Programming,F
8164542,CS4003,DatabaseSystems,D-
8164542,CS3457,Java,B+
8164542,CS8871,MobileAppDevelopment,B+
9379054,CS3080,OperatingSystems,B+
9379054,CS9922,MachineLearning,F
6232133,CS7070,QuantumInformationProcessing,B-
2643747,BI1199,MarketDesign,D+
6845312,CS3666,IntroToCS,D-
2625785,BI2288,Economics,C
8932484,CS7730,GameDevelopment,A-
4690797,CS7070,QuantumInformationProcessing,C
0224441,CS6098,SoftwareTesting,C
8576272,EN2000,ComplexSystems,A-
8576272,CS8871,MobileAppDevelopment,D-
8576272,CS1001,Python,A
7057776,CS3098,Networks,B
7057776,CS7777,SoftwareEngineering,C
8732505,EN1000,Mechanics,A+
9735677,CS3080,OperatingSystems,B+
9800725,CS2022,AssemblyProgramming,A+
1385124,CS7879,DistributedSystems,A
1385124,CS2018,OOP Fundamentals,A
5668881,CS3991,JavaAdvanced,C+
3781782,CS3912,Cryptocurrencies,A+
0356980,CS7643,TheroyOfComputing,A-
5853725,CS6799,UnityBasics,C
8521794,BI2288,Economics,B+
8521794,CS3912,Cryptocurrencies,D-
1082194,CS2222,ComputerGraphics,B
1157513,CS4320,SoftwareAnalysis,A-
1157513,CS8833,UnityAdvanced,A-
3173137,CS4321,VisualImaging,D-
3173137,EN5002,Ciruits,B-
3173137,CS2990,CProgramming,A-
2487682,CS3080,OperatingSystems,C-
2487682,CS5050,CryptographyAdvanced,B+
2487682,EN2000,ComplexSystems,C+
4559844,EN1000,Mechanics,C
4559844,CS2789,Compilers,C-
8547280,CS4002,DataStructures,A-
8629774,CS3991,JavaAdvanced,C-
8629774,CS8732,ReinforcementLearning,B+
7129646,CS9922,MachineLearning,C+
3182875,CS3912,Cryptocurrencies,C
5360189,CS8833,UnityAdvanced,B+
4779804,CS2323,DigitalLogic,B
4779804,CS1467,ComputerVision,D+
4779804,CS8891,Robotics,D+
9351280,CS2018,OOP Fundamentals,C
7838714,CS6060,Microprocessors,C
8657639,CS3030,CryptographyFundamentals,C+
2108465,CS2222,ComputerGraphics,A+
2108465,CS2019,UNIXToolsAndScripting,C+
4610824,CS7070,QuantumInformationProcessing,C-
4610824,BI2288,Economics,A+
8150260,CS9821,ComputationalGenomics,B
8150260,CS8871,MobileAppDevelopment,A+
8150260,CS2021,Algorithms,A+
8375098,CS4003,DatabaseSystems,D+
8375098,CS3080,OperatingSystems,C+
4011447,CS5050,CryptographyAdvanced,D-
4870221,CS7070,QuantumInformationProcessing,D
2786502,CS3457,Java,C-
2786502,CS9921,ArtificialIntelligence,F
2786502,CS4002,DataStructures,D-
3035508,CS4321,VisualImaging,C+
9906543,CS9001,DataScience,C+
9906543,CS3991,JavaAdvanced,A+
6512554,CS8883,ComputerArchitecture,A-
6512554,CS2024,GameDesign,F
0454688,CS3991,JavaAdvanced,C
0454688,BI2288,Economics,D
0454688,CS3098,Networks,D+
9499219,CS2021,Algorithms,A-
2958511,EN2099,IntroChemistry,F
0814424,CS9876,IntroToCognitiveScience,D
8911142,EN2099,IntroChemistry,D-
8911142,CS4320,SoftwareAnalysis,C+
8911142,CS2019,UNIXToolsAndScripting,A+
8911142,CS6060,Microprocessors,D-
0039784,CS2015,EmbeddedSystems,B
0039784,CS2991,C++Programming,D-
0039784,CS4320,SoftwareAnalysis,D
0129382,CS7879,DistributedSystems,A
0129382,CS3080,OperatingSystems,A-
9295267,CS6060,Microprocessors,B-
7290527,CS1467,ComputerVision,D
7691370,CS4040,CryptographyIntermediate,B-
3291502,CS3098,Networks,C
3291502,CS2018,OOP Fundamentals,A+
3291502,CS1001,Python,D-
3291502,CS1467,ComputerVision,B
8976602,EN4444,ICTFundamentals,A+
8976602,CS3990,JavaFundamentals,B+
8976602,CS2323,DigitalLogic,D+
8976602,CS2222,ComputerGraphics,C
8976602,CS1029,SmartSystems,C-
6222691,CS8891,Robotics,D
6222691,EN2099,IntroChemistry,D+
4702660,CS1001,Python,A-
4702660,CS3030,CryptographyFundamentals,B
4702660,CS2024,GameDesign,B+
4702660,CS2024,GameDesign,B
4702660,EN3456,Analysis,B
1490195,CS3457,Java,A+
1490195,CS8732,ReinforcementLearning,A-
1490640,CS7730,GameDevelopment,A
1490640,CS5600,HCI,D+
8888823,CS3912,Cryptocurrencies,D+
7484516,CS8883,ComputerArchitecture,A-
7484516,CS4321,VisualImaging,D
7484516,EN3201,Calculus,D
3730372,CS8871,MobileAppDevelopment,D-
0872358,CS2323,DigitalLogic,C
1089368,CS8732,ReinforcementLearning,F
1089368,CS2789,Compilers,D-
6542981,BI2288,Economics,D
6542981,CS2323,DigitalLogic,C-
6542981,CS6060,Microprocessors,A-
6542981,CS2023,UXPrinciples,D
1434776,CS3080,OperatingSystems,C-
1434776,CS9922,MachineLearning,F
1023179,EN1000,Mechanics,C-
1023179,CS3030,CryptographyFundamentals,B-
7619711,CS3098,Networks,A
7619711,CS7643,TheroyOfComputing,D+
9983118,CS7070,QuantumInformationProcessing,A+
9983118,CS3478,ComputationalLinguistics,D
9983118,CS2024,GameDesign,F
4868478,EN2099,IntroChemistry,C+
3797352,CS9001,DataScience,D-
1660814,EN1000,Mechanics,C
1660814,CS4321,VisualImaging,A+
4572488,CS7879,DistributedSystems,D-
4572488,CS3912,Cryptocurrencies,D-
1944943,CS9876,IntroToCognitiveScience,C-
2457674,CS3457,Java,D+
2457674,EN4444,ICTFundamentals,A
2180980,CS6060,Microprocessors,D
2180980,CS2018,OOP Fundamentals,C-
2180980,CS2022,AssemblyProgramming,B
2180980,CS2991,C++Programming,F
2180980,CS3666,IntroToCS,C
2180980,CS8732,ReinforcementLearning,A
2180980,EN3201,Calculus,D+
2180980,CS3080,OperatingSystems,C
8818520,CS8883,ComputerArchitecture,B+
4772164,CS2323,DigitalLogic,A
2715705,CS8883,ComputerArchitecture,B-
6336002,EN3456,Analysis,A+
5097362,CS4002,DataStructures,D+
2069762,CS2023,UIDesign,D+
1740542,CS3030,CryptographyFundamentals,A
1740542,CS5600,HCI,D
1740542,CS4320,SoftwareAnalysis,A-
1740542,CS2019,UNIXToolsAndScripting,B
1740542,CS4002,DataStructures,A-
1740542,CS3457,Java,B-
5704635,EN3245,Matlab,C-
3047240,CS2990,CProgramming,D-
3047240,CS1467,ComputerVision,C+
3189107,EN1289,NumericalAnalysis,B-
3189107,EN3245,Matlab,D+
3189107,EN5002,Ciruits,D
3189107,CS5001,WebDevelopment,C-
3189107,CS2023,UIDesign,D
5071789,CS4001,DiscreteMath,C-
5071789,CS8765,ComputingInTheArts,A+
5993846,BI2288,Economics,B-
5677946,EN3245,Matlab,C-
5677946,CS4321,VisualImaging,A
9415958,CS3080,OperatingSystems,B+
7244542,CS8765,ComputingInTheArts,D-
0043224,CS8871,MobileAppDevelopment,A+
0043224,CS3098,Networks,B
1301091,CS9090,ComputerSecurity,B-
0498815,CS4040,CryptographyIntermediate,A+
0498815,CS5050,CryptographyAdvanced,C
6085837,CS9090,ComputerSecurity,C
7828062,CS5600,HCI,C-
9092455,CS1001,Python,C
9092455,CS7777,SoftwareEngineering,F
9092455,CS7879,DistributedSystems,C+
7563221,CS3030,CryptographyFundamentals,A
5053730,CS3990,JavaFundamentals,A-
2296601,CS1234,RProgramming,C+
2296601,CS4040,CryptographyIntermediate,B
2296601,CS2789,Compilers,A+
3096292,CS5001,WebDevelopment,F
4589696,CS9921,ArtificialIntelligence,C-
7507259,CS8833,UnityAdvanced,B+
7507259,EN5656,Statistics,A
7507259,BI2288,Economics,D-
7507259,CS9876,IntroToCognitiveScience,D+
6944758,EN2234,AppliedLogic,C-
1355855,CS2323,DigitalLogic,D+
1355855,CS7070,QuantumInformationProcessing,A-
1355855,CS7777,SoftwareEngineering,B
3813391,EN3456,Analysis,A
8524795,EN3245,Matlab,C
2474443,CS2023,UXPrinciples,B-
0909529,CS8891,Robotics,B-
8935793,CS2222,ComputerGraphics,F
0601865,CS3666,IntroToCS,A+
0601865,CS8732,ReinforcementLearning,B+
0601865,EN3245,Matlab,B-
9667963,CS2990,CProgramming,B
3758882,CS2222,ComputerGraphics,D+
1892603,CS9090,ComputerSecurity,B
1892603,CS3478,ComputationalLinguistics,C+
5219041,CS9091,NLP,D
5219041,CS9091,NLP,A+
5219041,BI2288,Economics,D
5219041,CS5001,WebDevelopment,A
7881227,EN3245,Matlab,A-
9802704,CS2015,EmbeddedSystems,A-
0518028,CS5050,CryptographyAdvanced,F
0518028,EN5656,Statistics,A
0518028,CS2222,ComputerGraphics,A+
0518028,CS7070,QuantumInformationProcessing,A-
0518028,CS2019,UNIXToolsAndScripting,D-
0518028,CS6098,SoftwareTesting,B+
4511036,CS4040,CryptographyIntermediate,D
4511036,CS5050,CryptographyAdvanced,C-
4883336,CS9090,ComputerSecurity,A
4883336,CS4001,DiscreteMath,D-
1660119,CS8732,ReinforcementLearning,B+
8208489,CS2019,UNIXToolsAndScripting,C+
4555339,CS2222,ComputerGraphics,F
4555339,CS4002,DataStructures,A
3970666,CS8765,ComputingInTheArts,A-
2719123,IN1121,E-Systems,B
2719123,CS3478,ComputationalLinguistics,A+
2719123,CS2222,ComputerGraphics,C
2719123,CS8883,ComputerArchitecture,A
2719123,CS3080,OperatingSystems,A-
2719123,CS7070,QuantumInformationProcessing,C-
2719123,CS7879,DistributedSystems,C-
9001073,CS8891,Robotics,D+
7493812,CS9090,ComputerSecurity,C-
7493812,CS9821,ComputationalGenomics,C+
7493812,CS3457,Java,F
9428767,CS9001,DataScience,B
9428767,CS9922,MachineLearning,A+
6797176,CS4040,CryptographyIntermediate,B-
5052833,CS6799,UnityBasics,B+
5052833,EN5656,Statistics,D+
6491533,CS2019,UNIXToolsAndScripting,A+
6983586,CS3030,CryptographyFundamentals,A-
4345305,CS3990,JavaFundamentals,C-
3977922,CS9001,DataScience,C-
7798119,CS2021,Algorithms,D+
7798119,CS3080,OperatingSystems,C
7798119,CS7777,SoftwareEngineering,B
7798119,CS3457,Java,F
7798119,CS2015,EmbeddedSystems,C+
9806286,CS3098,Networks,B-
9806286,CS3457,Java,D-
9897283,CS4040,CryptographyIntermediate,B+
9897283,CS7777,SoftwareEngineering,B
9897283,IN1121,E-Systems,A-
9897283,CS2015,EmbeddedSystems,A-
8736308,CS9921,ArtificialIntelligence,A+
8736308,CS2023,UIDesign,B-
8736308,EN2234,AppliedLogic,C-
8736308,CS9876,IntroToCognitiveScience,A+
8736308,CS2023,UXPrinciples,B-
8736308,CS7730,GameDevelopment,A
8736308,CS9821,ComputationalGenomics,A-
8736308,CS2323,DigitalLogic,D+
8736308,CS3080,OperatingSystems,C+
8736308,CS8883,ComputerArchitecture,C+
8429627,CS3666,IntroToCS,C+
8429627,CS6060,Microprocessors,A+
8429627,CS6060,Microprocessors,B-
8251432,EN1289,NumericalAnalysis,B+
8251432,CS3098,Networks,C
8251432,CS6098,SoftwareTesting,C
4382912,EN3245,Matlab,D+
9653376,CS9921,ArtificialIntelligence,F
1728926,CS8883,ComputerArchitecture,B+
8971564,CS8883,ComputerArchitecture,D
3714436,CS2022,AssemblyProgramming,A
5211229,CS8765,ComputingInTheArts,B
5321393,CS7643,TheroyOfComputing,B-
5321393,CS3030,CryptographyFundamentals,C+
8955498,CS3080,OperatingSystems,D-
0605117,CS9090,ComputerSecurity,B-
0605117,CS2024,GameDesign,C-
4962903,CS9821,ComputationalGenomics,D-
3658224,CS8732,ReinforcementLearning,C-
1860925,CS4040,CryptographyIntermediate,C-
1860925,CS1234,RProgramming,C+
1860925,CS8891,Robotics,A
1860925,CS7777,SoftwareEngineering,A
1860925,CS3030,CryptographyFundamentals,C-
1860925,CS3080,OperatingSystems,D+
2326290,EN3456,Analysis,D
4717659,CS9090,ComputerSecurity,D+
4717659,CS2323,DigitalLogic,D
4717659,CS3030,CryptographyFundamentals,B
4717659,EN2234,AppliedLogic,D+
6354301,CS7879,DistributedSystems,D+
6354301,CS1234,RProgramming,D
9762100,CS6799,UnityBasics,D+
1670710,EN4444,ICTFundamentals,C
1670710,CS8833,UnityAdvanced,B
1670710,CS4002,DataStructures,A
3327527,CS9821,ComputationalGenomics,C-
5125418,CS4320,SoftwareAnalysis,B+
8121876,CS7070,QuantumInformationProcessing,C-
8121876,CS4320,SoftwareAnalysis,A-
8121876,CS2019,UNIXToolsAndScripting,D
8121876,CS5001,WebDevelopment,C
7856430,CS7879,DistributedSystems,A+
4006017,CS9091,NLP,C
4219237,CS3030,CryptographyFundamentals,C+
1899165,CS5050,CryptographyAdvanced,C
7765477,CS2023,UIDesign,D+
3207603,CS4320,SoftwareAnalysis,B+
3207603,CS4040,CryptographyIntermediate,B-
1121583,CS9091,NLP,A+
1121583,EN4444,ICTFundamentals,C+
5133426,CS1029,SmartSystems,A-
5383834,CS3912,Cryptocurrencies,A-
5383834,CS2323,DigitalLogic,D-
5537553,CS2021,Algorithms,B
5537553,CS2024,GameDesign,A-
5537553,EN2291,LinearAlgebra,A-
4598423,CS4001,DiscreteMath,B
5927637,CS3030,CryptographyFundamentals,C-
1262355,CS3912,Cryptocurrencies,A-
1262355,EN2099,IntroChemistry,B-
1262355,CS3080,OperatingSystems,C
9942373,BI2288,Economics,D-
9942373,EN1289,NumericalAnalysis,B-
5969784,CS3457,Java,D+
6850814,CS7730,GameDevelopment,F
2000572,CS4002,DataStructures,C-
2962455,CS6799,UnityBasics,C-
6899934,CS6799,UnityBasics,B+
3422028,CS2023,UIDesign,A
6108059,CS6799,UnityBasics,D
4620453,CS9821,ComputationalGenomics,D
4620453,CS3098,Networks,F
3030573,CS1029,SmartSystems,A-
9408041,CS2990,CProgramming,D
3209288,CS1001,Python,B-
2266409,CS1467,ComputerVision,A+
2266409,CS8883,ComputerArchitecture,D
2266409,CS3030,CryptographyFundamentals,A+
9975934,EN2099,IntroChemistry,C
3271212,CS7643,TheroyOfComputing,B+
3271212,CS8883,ComputerArchitecture,A+
2262722,CS6799,UnityBasics,C
9655772,EN3201,Calculus,B-
7550389,CS2024,GameDesign,C
7550389,CS4320,SoftwareAnalysis,B
3172403,EN3456,Analysis,D+
3172403,CS2990,CProgramming,B+
3172403,EN2000,ComplexSystems,C+
3172403,CS1234,RProgramming,D+
1735600,CS2019,UNIXToolsAndScripting,C-
9184574,CS6060,Microprocessors,F
0367057,CS9090,ComputerSecurity,A+
0367057,CS3457,Java,D+
0367057,CS6799,UnityBasics,C+
0367057,CS6799,UnityBasics,B-
0367057,CS3080,OperatingSystems,D
0367057,CS8883,ComputerArchitecture,B
8510492,CS9876,IntroToCognitiveScience,A+
9779633,EN1000,Mechanics,D
1196445,CS2990,CProgramming,D
1196445,CS2990,CProgramming,C-
1196445,EN2000,ComplexSystems,C+
7458113,CS7070,QuantumInformationProcessing,C-
7458113,CS7879,DistributedSystems,C
7458113,CS2023,UIDesign,A-
7458113,CS7879,DistributedSystems,C+
7458113,CS4001,DiscreteMath,B+
4774900,CS7777,SoftwareEngineering,D
1282901,CS4003,DatabaseSystems,C+
1282901,CS3991,JavaAdvanced,B
1282901,CS1029,SmartSystems,A+
1098541,CS4001,DiscreteMath,A
1098541,EN2099,IntroChemistry,B-
1098541,CS3457,Java,A-
1098541,EN2291,LinearAlgebra,A
5223198,EN1000,Mechanics,C+
5223198,CS3457,Java,C
0429709,EN2099,IntroChemistry,C
2102394,CS3098,Networks,B
6152267,IN1121,E-Systems,A+
6152267,CS6060,Microprocessors,C+
7654810,CS4001,DiscreteMath,B
7654810,CS8765,ComputingInTheArts,A
7654810,CS3990,JavaFundamentals,F
7654810,CS8883,ComputerArchitecture,B+
7654810,CS2789,Compilers,A+
7654810,CS3030,CryptographyFundamentals,C+
7654810,CS9001,DataScience,D-
2750163,EN3456,Analysis,B+
7881515,CS2019,UNIXToolsAndScripting,B
7881515,EN5656,Statistics,D
7080867,CS2789,Compilers,B+
6773081,CS1001,Python,B
6773081,CS4001,DiscreteMath,D
2512203,CS8891,Robotics,C-
2512203,CS4040,CryptographyIntermediate,F
2512203,CS9001,DataScience,A
5399551,EN3245,Matlab,C
5399551,CS8732,ReinforcementLearning,B+
6039689,EN1289,NumericalAnalysis,B-
6919754,CS9821,ComputationalGenomics,B-
8736879,CS2015,EmbeddedSystems,B
8736879,CS5600,HCI,F
8736879,CS2023,UXPrinciples,B+
7750220,CS4003,DatabaseSystems,A+
5488516,EN3456,Analysis,C+
2663336,CS6098,SoftwareTesting,C
2663336,CS7879,DistributedSystems,D-
3316505,EN2099,IntroChemistry,F
7156318,CS4003,DatabaseSystems,B
7156318,CS2789,Compilers,C+
9951346,CS1029,SmartSystems,B
9951346,CS8883,ComputerArchitecture,D-
9951346,CS3912,Cryptocurrencies,B
9951346,CS2022,AssemblyProgramming,A
9608108,EN2099,IntroChemistry,B-
4792261,CS3991,JavaAdvanced,D+
6568222,BI2288,Economics,C+
6009046,EN5002,Ciruits,F
5689197,IN1121,E-Systems,B+
9317248,EN2000,ComplexSystems,A
